,the_geom,NAME,BIN,CNSTRCT_YR,LSTMODDATE,LSTSTATYPE,DOITT_ID,HEIGHTROOF,FEAT_CODE,GROUNDELEV,SHAPE_AREA,SHAPE_LEN,BASE_BBL,MPLUTO_BBL,GEOMSOURCE,GLOBALID,BUILDING_TYPE
960077,"MULTIPOLYGON (((-73.87732618610785 40.8431251885205, -73.87732648929568 40.843124744899576, -73.87732737086111 40.84312509342764, -73.87739558324446 40.84315203668163, -73.87735881332675 40.843205723743466, -73.87728971933724 40.843178431939656, -73.87732618610785 40.8431251885205)))",River Park-Comfort Station,2128273,1905.0,02/21/2020 12:00:00 AM,Constructed,1226154,14.11515127,5110.0,30.0,0,0,2031200020,2031200020,Photogramm,{DBE9FA81-2610-4CE2-9D02-8498B4B4CFC7},Garage
960283,"MULTIPOLYGON (((-73.79372240249832 40.867189579315145, -73.79379109848713 40.86709972229314, -73.79385931462966 40.86712977741645, -73.79387143686442 40.8671139198057, -73.79397754531131 40.86716066921655, -73.79394634530615 40.8672014805091, -73.79391720232394 40.867188641485725, -73.79386758545135 40.86725354312824, -73.79372240249832 40.867189579315145)))",Orchard Beach Pavilion North Mens-Comfort Station,2124061,1935.0,02/21/2020 12:00:00 AM,Constructed,746547,12.8,2100.0,10.0,0,0,2056500001,2056500001,Photogramm,{CC005856-7539-490A-B985-DEB679B497DE},Building
960285,"MULTIPOLYGON (((-73.90329176947137 40.835775608719295, -73.90333058033674 40.83571741168393, -73.90340816146421 40.83574725693507, -73.9033693506506 40.83580545309576, -73.90329176947137 40.835775608719295)))",Gouverneur Playground-Comfort Station,2102822,1960.0,02/21/2020 12:00:00 AM,Constructed,613105,10.01,2100.0,54.0,0,0,2029110001,2029110001,Photogramm,{95D225C9-F50F-46C8-9F1F-99B68C1A83B5},Building
960286,"MULTIPOLYGON (((-73.79480353998949 40.86499137997603, -73.79485125247722 40.864807404295256, -73.7949177139818 40.864817338702196, -73.79497291817594 40.86482558985994, -73.79492520601454 40.865009564689906, -73.79487551119837 40.86500213734874, -73.79480353998949 40.86499137997603)))",Orchard Beach Pavilion-M & O Office,2124056,1935.0,02/21/2020 12:00:00 AM,Constructed,414009,12.83,2100.0,10.0,0,0,2056500001,2056500001,Photogramm,{247086F9-AC14-4A3B-9D39-2D5DA67F0D0D},Building
960288,"MULTIPOLYGON (((-73.79041135755153 40.86979702316349, -73.79041496898645 40.869796483124745, -73.7904186520124 40.8697965636543, -73.79042221922141 40.869797259008756, -73.79042549396964 40.86979853554923, -73.79042831275817 40.86980032904393, -73.79043053233653 40.86980254918359, -73.79045748162025 40.86983672673615, -73.79045890629821 40.86983898505338, -73.79045964000264 40.86984142761707, -73.79045964634332 40.869843932794794, -73.79045892570888 40.86984637722001, -73.79045751406368 40.86984864119274, -73.79045547937214 40.8698506140759, -73.79045292277077 40.86985219880012, -73.79044997025025 40.86985331635089, -73.79035314684745 40.86989731227318, -73.79031005214745 40.86984266150949, -73.79040799691691 40.86979815618084, -73.79041135755153 40.86979702316349)))",Orchard Beach-Twenty-six Courts & Bath Courts-Com*,2124069,1935.0,02/21/2020 12:00:00 AM,Constructed,241225,14.78,2100.0,8.0,0,0,2056500001,2056500001,Photogramm,{2656C722-9711-4A16-98BF-AD51493D690F},Building
960289,"MULTIPOLYGON (((-73.8426443745435 40.8407312461664, -73.84261633192398 40.84072385536795, -73.84260925685756 40.84073933512103, -73.84260060648285 40.84073705497109, -73.84258335905835 40.840732509149916, -73.84256692335003 40.84072817695078, -73.84244278464529 40.840695455467156, -73.8424272388743 40.8406913585923, -73.84243133185112 40.84068240336218, -73.8424343139801 40.84067587794976, -73.84242410062957 40.84067318592638, -73.84235388697904 40.840654678470244, -73.8423806820742 40.84059604696647, -73.84238447827006 40.840587740588894, -73.84246416340036 40.84060874542785, -73.84247042561952 40.84059504214947, -73.84252202675505 40.840608643443936, -73.84265318516879 40.8406432141296, -73.84264784074063 40.840654907865414, -73.842646921797 40.84065691741614, -73.84267746233219 40.84066496717439, -73.84268709978896 40.84066750800736, -73.84272865119027 40.84067845975448, -73.84269806020598 40.840745396825604, -73.8426443745435 40.8407312461664)))",Owen Dolen Golden Age Center-Building,2041875,1937.0,02/21/2020 12:00:00 AM,Constructed,385871,38.44,2100.0,24.0,0,0,2039840100,2039840100,Photogramm,{7855D46B-3D81-46E6-A4DE-DCCE125D7B08},Building
960290,"MULTIPOLYGON (((-73.8614661815686 40.84691054016386, -73.8615364405103 40.84689591316083, -73.86155073276062 40.84693550069184, -73.8615559818258 40.84695003915227, -73.86152442975936 40.846956608199385, -73.86148572283119 40.846964666167096, -73.8614661815686 40.84691054016386)))",Matthews Muliner Playground-Comfort Station,2100950,1954.0,02/21/2020 12:00:00 AM,Constructed,1235396,14.87,2100.0,51.0,0,0,2040550024,2040550024,Photogramm,{EB3B30A2-C4B0-4A55-9D3E-5663F0D903C7},Building
960292,"MULTIPOLYGON (((-73.793543053626 40.867428678519396, -73.79366627341862 40.86726473843394, -73.79377048903642 40.86730987907286, -73.7936472682281 40.86747382016665, -73.793543053626 40.867428678519396)))",Orchard Beach Pavilion North Womens-Comfort Stati*,2124063,1935.0,02/21/2020 12:00:00 AM,Constructed,369702,12.36,2100.0,10.0,0,0,2056500001,2056500001,Photogramm,{AAF05E85-2258-4F1B-BB82-8E075C8BCCA2},Building
960293,"MULTIPOLYGON (((-73.85196052333045 40.848831163431846, -73.85202743320322 40.848812612672596, -73.85205128800904 40.84886222622294, -73.85198437809302 40.848880776995934, -73.85196052333045 40.848831163431846)))",Loreto Playground-Comfort Station,2045022,1950.0,02/21/2020 12:00:00 AM,Constructed,1156864,14.89,2100.0,74.0,0,0,2041090001,2041090001,Photogramm,{7EC2D697-EF98-4E74-BF17-E4E50586EF0E},Building
960415,"MULTIPOLYGON (((-73.99567526745025 40.7350304177261, -73.99567639338036 40.73502888600451, -73.99576785638364 40.734904459024335, -73.99578054820545 40.73488719315178, -73.99582974002969 40.73490811554296, -73.9959006838285 40.73481160165424, -73.99600454493982 40.734855776117385, -73.99597924192511 40.7348901998524, -73.99591263274274 40.73486186933022, -73.99576171139192 40.735067184173815, -73.99568048211658 40.735032635872706, -73.99567526745025 40.7350304177261)))",Casa Italiana Zerilli-Marimo,1009577,1852.0,01/28/2020 12:00:00 AM,Constructed,557774,54.39,2100.0,29.0,0,0,1005750040,1005750040,Photogramm,{D5873F64-F0A1-41DB-93C5-CCF233560941},Building
960511,"MULTIPOLYGON (((-73.78642859039786 40.87050662319347, -73.78643501945241 40.87043289117514, -73.7865103746936 40.87043667670106, -73.78651110007719 40.87042836651026, -73.78666833271912 40.870436265543624, -73.78666764796304 40.87044412016196, -73.78671766775659 40.870446633143374, -73.78671598546518 40.87046592215504, -73.78674988194227 40.8704676254954, -73.78674509491427 40.87052252319197, -73.78642859039786 40.87050662319347)))",Twin Island-Orchard Beach Nature Center,2124070,1935.0,02/21/2020 12:00:00 AM,Constructed,323129,10.39,2100.0,11.0,0,0,2056500001,2056500001,Photogramm,{4F1E5070-6271-45B7-8EC0-49D3D56B7159},Building
960512,"MULTIPOLYGON (((-73.90070755767243 40.88113540061403, -73.90074309189146 40.881084333930524, -73.90083655360787 40.88112179619777, -73.9008010182528 40.881172863809134, -73.90070755767243 40.88113540061403)))",Bailey Playground-Comfort Station,2016175,1943.0,02/21/2020 12:00:00 AM,Constructed,825812,14.57,2100.0,24.0,0,0,2032690075,2032690075,Photogramm,{BC13ABD2-A23F-4F8C-B4DC-2BEAE74B192B},Building
960513,"MULTIPOLYGON (((-73.92533002202327 40.83157940768201, -73.92545126278385 40.83162194624973, -73.92542672393516 40.83166229416532, -73.92545070073105 40.83167070678108, -73.92542220309551 40.83171756631584, -73.92539822628635 40.83170915369424, -73.9252594776963 40.83193729426731, -73.92528396060726 40.83194588374222, -73.9252559425903 40.831991954711214, -73.92523145966702 40.831983364329886, -73.92520693005349 40.83202369689401, -73.92503322808298 40.83196275028753, -73.92527756163737 40.83156100090767, -73.92533002202327 40.83157940768201)))",Mullaly Recreation Center-Building,2003021,1962.0,02/21/2020 12:00:00 AM,Constructed,100160,29.38,2100.0,20.0,0,0,2024940001,2024940001,Photogramm,{7B7D1440-7AED-434F-A457-399CE0DD441B},Building
960514,"MULTIPOLYGON (((-73.79395635655261 40.86726204562877, -73.79403316172173 40.867165102569, -73.7940780668608 40.86718560586048, -73.79413665324287 40.86721235593929, -73.79405984817001 40.86730929906706, -73.79400126173343 40.867282548949724, -73.79395635655261 40.86726204562877)))",PELHAM BAY PARK,2124064,1935.0,02/21/2020 12:00:00 AM,Constructed,629895,13.76816864,5100.0,10.0,0,0,2056500001,2056500001,Photogramm,{C71BB497-6B87-4280-9CAE-1F77728AD3DA},Building Under Construction
960515,"MULTIPOLYGON (((-73.92262887728351 40.81136122767575, -73.92267032422215 40.81130460876336, -73.92271642350397 40.81132408952809, -73.92274611351772 40.81133663535189, -73.92270466662355 40.81139325429127, -73.92266011321986 40.811374427420056, -73.92262887728351 40.81136122767575)))",Willis Playground Comfort Station,2109610,1960.0,02/21/2020 12:00:00 AM,Constructed,943523,8.66,5110.0,28.0,0,0,2023030021,2023030021,Photogramm,{DB411E76-E55F-469E-8D1B-57BB0C98BBE6},Garage
960517,"MULTIPOLYGON (((-73.8981800705868 40.85716579334843, -73.89820749992319 40.85710043919273, -73.89822488991555 40.857104646320984, -73.89822819173784 40.85710544526781, -73.89826432091203 40.85711418668298, -73.8982368916258 40.857179540852016, -73.89818659598858 40.857167372265216, -73.8981800705868 40.85716579334843)))",Slattery Playground-Comfort Station,2100844,1943.0,02/21/2020 12:00:00 AM,Constructed,167994,9.75,2100.0,126.0,0,0,2031510001,2031510001,Photogramm,{B17C4095-2E0C-4719-A3D0-88891111A6F3},Building
960518,"MULTIPOLYGON (((-73.88125547888696 40.889952350476875, -73.88128184450835 40.88990086349212, -73.88135351289674 40.88992199954853, -73.88132714732407 40.889973485648966, -73.88125547888696 40.889952350476875)))",Van Cortlandt Park-Allen Shandler Rec Area-Shandl*,2127311,1943.0,02/21/2020 12:00:00 AM,Constructed,1226347,15.81441247,2100.0,193.0,0,0,2059000001,2059000001,Photogramm,{09282659-E872-4F61-B657-BEF1116F2C91},Building
960520,"MULTIPOLYGON (((-73.85050022546152 40.86568421371992, -73.85050273938388 40.865628090304405, -73.85057531070514 40.86562996457609, -73.85057279565778 40.865686087991634, -73.85050022546152 40.86568421371992)))",Allerton Playground-Comfort Station,2125353,1952.0,02/21/2020 12:00:00 AM,Constructed,1239907,11.14975601,2100.0,79.0,0,0,2045260001,2045260001,Photogramm,{F6D0F216-C8AE-45C7-9CF8-809B6BB04618},Building
960521,"MULTIPOLYGON (((-73.89331797752791 40.83818572777552, -73.89341204290469 40.83801192391171, -73.8934985490032 40.838038928598905, -73.89351121863308 40.838015517542544, -73.89355986499815 40.838030703355585, -73.89352176456394 40.83810110124206, -73.89351520806555 40.838138707030105, -73.89351351018584 40.838145370019994, -73.89351207360988 40.83815100758822, -73.89349739941704 40.838170441111394, -73.89349410437599 40.83817343491336, -73.89348447216861 40.838182186025755, -73.89347056980301 40.838189052061054, -73.89344240605283 40.838241862540364, -73.89343621482558 40.83825347229456, -73.89342602073476 40.838250289534194, -73.89338824026989 40.83823849506521, -73.8934025153908 40.8382121183772, -73.89331797752791 40.83818572777552)))",Crotona Park-Crotona Park Nature Center,2009887,1975.0,02/21/2020 12:00:00 AM,Constructed,280272,18.78389455,2100.0,83.0,0,0,2029420001,2029420001,Photogramm,{F66CB65D-9E9C-4C75-B520-1646F800BAA1},Building
960742,"MULTIPOLYGON (((-73.87283342712514 40.90341809751562, -73.8729748001554 40.903398079605026, -73.87298797497014 40.90345163867131, -73.87284660064306 40.90347165659658, -73.87283342712514 40.90341809751562)))",Van Cortlandt Park-Ne Forest-Building,2123685,1943.0,02/21/2020 12:00:00 AM,Constructed,550019,16.46,2100.0,245.0,0,0,2059000050,2059000050,Photogramm,{6BCE3833-F465-4EF1-B696-03CF4B1048FE},Building
960743,"MULTIPOLYGON (((-73.89831774839944 40.81868627660593, -73.8983595228551 40.81864517873198, -73.89844865670192 40.81869746988892, -73.8984184981542 40.818727139915325, -73.8983429194471 40.818801493083946, -73.89829010708485 40.818853448413144, -73.8982872069613 40.818856301330975, -73.89819807302862 40.81880401005062, -73.89820161300992 40.818800527351954, -73.898270978519 40.818732287671715, -73.89831774839944 40.81868627660593)))",Rainey Park-Comfort Station,2115867,1993.0,02/21/2020 12:00:00 AM,Constructed,861302,24.14,2100.0,42.0,0,0,2027020001,2027020001,Photogramm,{EE5F605B-5DB1-4812-B2F2-092797BFBBF9},Building
960748,"MULTIPOLYGON (((-73.91469585764548 40.83126657438121, -73.91472103986455 40.83122409144242, -73.91480875474973 40.831254089624466, -73.91478357138978 40.83129657258132, -73.91469585764548 40.83126657438121)))",Mott Playground-Comfort Station,2124755,1931.0,02/21/2020 12:00:00 AM,Constructed,1236405,14.306512,2100.0,58.0,0,0,2024380010,2024380010,Photogramm,{4CD3076F-698C-45BF-BC57-C5C9B50575B3},Building
960749,"MULTIPOLYGON (((-73.87784068482677 40.834326263633145, -73.87788340053665 40.83427874562542, -73.87794423419949 40.83431029222669, -73.8779015185128 40.83435781025667, -73.87784068482677 40.834326263633145)))",Playground 174-Comfort Station,2119257,1968.0,02/21/2020 12:00:00 AM,Constructed,642018,15.37,5110.0,32.0,0,0,2038860030,2038860030,Photogramm,{FECB7813-6AA8-4D2D-BE20-2DC81D05E9FE},Garage
960752,"MULTIPOLYGON (((-73.92829162624683 40.82750314016593, -73.92839505817606 40.82742199775702, -73.92839915314974 40.827425009755416, -73.9284233226243 40.82744278613157, -73.92846291609997 40.82747190570721, -73.92836214466945 40.82755500480462, -73.92832031831941 40.82752424220374, -73.92829755134446 40.82750749774555, -73.92829162624683 40.82750314016593)))",Macombs Dam Lower Comfort Station,2127485,,02/21/2020 12:00:00 AM,Constructed,1269066,17.71390548,2100.0,19.0,0,0,2024910001,2024910001,Photogramm,{87E83A8C-731F-4DB3-99C5-FC6DF5A77067},Building
960753,"MULTIPOLYGON (((-73.90201825778662 40.84959224272315, -73.90204113538584 40.849529684240245, -73.90204207430916 40.84952988224536, -73.90211242719312 40.849544711839684, -73.90212236412775 40.84954681301539, -73.90209948541447 40.84960937061271, -73.90201825778662 40.84959224272315)))",Upper-Comfort Station,2007789,1942.0,02/21/2020 12:00:00 AM,Constructed,419136,16.87,5110.0,83.0,0,0,2028140100,2028140100,Photogramm,{294A0637-86F9-4CFE-89CC-6D2D055FB27D},Garage
960754,"MULTIPOLYGON (((-73.92504490728975 40.80780209570959, -73.92506126153556 40.807778416930745, -73.9251363783245 40.80780837128519, -73.92509722882896 40.807865051138414, -73.92504485990926 40.807844168763545, -73.92502211317776 40.80783509766001, -73.92504490728975 40.80780209570959)))",Lozada Playground-Comfort Station,2102821,1931.0,02/21/2020 12:00:00 AM,Constructed,111079,9.77,2100.0,32.0,0,0,2022980062,2022980062,Photogramm,{7111DA3F-0C5C-4E59-9D0F-07E3FC317B81},Building
960756,"MULTIPOLYGON (((-73.91712722085006 40.88617215213208, -73.9170612342494 40.88621975576539, -73.91698737342293 40.88616497741811, -73.91704487449174 40.88612170266905, -73.9170514084148 40.88611718602335, -73.91705883943601 40.8861135542995, -73.91706696215677 40.88611091090554, -73.91707555104826 40.88610932681773, -73.91708436637586 40.886108846888106, -73.91709316488375 40.886109485349664, -73.91710170098442 40.88611122311576, -73.91710973861751 40.8861140131917, -73.91711705481356 40.88611777707513, -73.91712344562013 40.88612241016338, -73.91712873440373 40.8861277844607, -73.91713277303339 40.8861337512807, -73.91713545018278 40.8861401439536, -73.91713669132139 40.88614678503015, -73.91713646345602 40.88615348988713, -73.91713477037588 40.886160073927506, -73.91713166095842 40.886166352586635, -73.91712722085006 40.88617215213208)))",Seton Park-Comfort Station,2085868,,02/21/2020 12:00:00 AM,Constructed,1283783,,2100.0,157.0,0,0,2059150090,2059150090,Other (Man,{CC70BEA8-14FA-4C79-9B76-BB9B51DD54C1},Building
960971,"MULTIPOLYGON (((-73.83859741528836 40.81210566638574, -73.83845110571279 40.81192057372405, -73.83852245959504 40.81188801438679, -73.83866876929748 40.8120731069589, -73.83859741528836 40.81210566638574)))",Ferry Point Park Comfort Station,2123826,,02/21/2020 12:00:00 AM,Constructed,1288652,,1004.0,11.0,0,0,2056220001,2056220001,Other (Man,{6CB03B3B-5133-4B1D-AA7B-1CAC8B3998C5},Auxiliary Structure
960972,"MULTIPOLYGON (((-73.88106498613745 40.817606410955115, -73.88109373632669 40.81759815783198, -73.88112381616261 40.81759336938577, -73.88114155436863 40.817592670876394, -73.88116443627217 40.81759293939702, -73.8811925237174 40.817596050744385, -73.88120829572406 40.817599208830295, -73.88124295527622 40.81760987040314, -73.88121008511736 40.81771366029483, -73.88119883417694 40.817724267368625, -73.88118791716387 40.81773041011922, -73.88117729857677 40.81773404889298, -73.8811675644199 40.81773625408492, -73.88115792630104 40.81773711583286, -73.88114741925871 40.81773670067946, -73.88113715403898 40.817734947635266, -73.88112508432191 40.817730794705156, -73.88111957256726 40.81772817307752, -73.88111393692543 40.8177245688792, -73.88110409501724 40.81771609585625, -73.88106498613745 40.817606410955115)))",Small,2109480,2005.0,02/21/2020 12:00:00 AM,Constructed,1289056,,2100.0,10.0,0,0,2027700001,2027700001,Other (Man,{8BD9A080-9CF7-455E-9BAD-4EAEC049A16C},Building
960974,"MULTIPOLYGON (((-73.87253821111115 40.903334137729416, -73.87253120128538 40.90330524156649, -73.87269453693709 40.90328070350287, -73.87270272764025 40.90330840961775, -73.87253821111115 40.903334137729416)))",Citywide Nursery B,2123690,,02/21/2020 12:00:00 AM,,1289203,,2100.0,242.0,0,0,2059000050,2059000050,Other (Man,{A821A718-1518-4ABD-BE5B-32A7DD1D5F9B},Building
960976,"MULTIPOLYGON (((-73.90489097993941 40.902102521362394, -73.90489367735489 40.90210184281886, -73.90491667490738 40.902154495032214, -73.90484922284342 40.9021714568006, -73.90484219026851 40.9021553575603, -73.90482622415163 40.902118804572986, -73.90489097993941 40.902102521362394)))",Vinmont Veteran Park-Comfort Station,2087596,1953.0,02/21/2020 12:00:00 AM,Constructed,1251743,15.79,2100.0,156.0,0,0,2058501513,2058501513,Photogramm,{15F6901E-8839-444B-9C1B-25C13A7A4E36},Building
960977,"MULTIPOLYGON (((-73.89585680030015 40.8815934509709, -73.89592965903333 40.881577494321796, -73.8959504242129 40.88163211138557, -73.89587756542484 40.88164806804762, -73.89585680030015 40.8815934509709)))",Fort Independence Playground-Comfort Station,2125075,1957.0,02/21/2020 12:00:00 AM,Constructed,1227850,14.7326915,2100.0,137.0,0,0,2032460025,2032460025,Photogramm,{D577D958-C453-4B33-AA98-10A9DD06D33D},Building
960978,"MULTIPOLYGON (((-73.91895622526508 40.8438135390752, -73.9189718300787 40.843820344257956, -73.91904854934886 40.843853800112626, -73.91912460027349 40.84388696368766, -73.91915544968731 40.84390041706699, -73.91919656724744 40.8439183476788, -73.91921906494122 40.84392815809896, -73.91921843665624 40.84392898881402, -73.91921780243362 40.843929826728846, -73.91921771454294 40.8439299446319, -73.91921724421988 40.84393056654318, -73.91921680952696 40.84393114165375, -73.91916420454058 40.84400070930748, -73.91911589412916 40.84406459783723, -73.91902831256542 40.844180420832124, -73.91902494070244 40.844184880407774, -73.91902446087414 40.844185514918486, -73.91900804888044 40.84417835798435, -73.91898621955923 40.84416883885211, -73.91897592196261 40.84421092246159, -73.91892693504136 40.84420401457878, -73.91888690114904 40.844348514653, -73.91879915832884 40.844334496179215, -73.91874201229595 40.84432536546052, -73.91874972662923 40.844297522249605, -73.91878692852339 40.84416324262392, -73.91872411306639 40.84413596026926, -73.91871793723921 40.84413327785143, -73.91872901966646 40.844118622032546, -73.91876424443646 40.84407203912939, -73.9187556272202 40.84406828160655, -73.91884614509027 40.84394857615527, -73.91893568160359 40.843830167551545, -73.91895023198431 40.84381092523539, -73.91895622526508 40.8438135390752)))",West Bronx Cyo-Building,2008679,1998.0,02/21/2020 12:00:00 AM,Constructed,820618,31.08251596,2100.0,122.0,0,0,2028720126,2028720126,Photogramm,{5C194DA1-D488-4A97-A936-FAAAC5890634},Building
960979,"MULTIPOLYGON (((-73.90206294865241 40.84887149326953, -73.90203749127393 40.84887579131585, -73.90199884819835 40.848853563156226, -73.90199552699494 40.84883477606271, -73.90201305271867 40.84881959964359, -73.90203564341338 40.848819618830376, -73.9020737311614 40.84884288027169, -73.90207522210052 40.84885878243251, -73.90206294865241 40.84887149326953)))",Julius Richman Park-Building,2129458,,02/21/2020 12:00:00 AM,Constructed,1289204,,2100.0,80.0,0,0,2028140100,2028140100,Other (Man,{B9638835-C2E9-42C1-82BB-785DD4CB4E59},Building
960980,"MULTIPOLYGON (((-73.82397309864993 40.85012217069311, -73.82392929630295 40.850137079053404, -73.82389085496865 40.85007195431786, -73.82393465728137 40.850057045972, -73.82397309864993 40.85012217069311)))",Pelham Bay Park-Pelham South Park Headquarters-Bu*,2129459,,02/21/2020 12:00:00 AM,Constructed,1289205,,2100.0,25.0,0,0,2043350001,2043350001,Other (Man,{72BD2BC3-9C06-49D2-ABAE-F250860A2387},Building
960981,"MULTIPOLYGON (((-73.9026955117613 40.656523246338054, -73.90268850806407 40.65649654187286, -73.90262337866989 40.65650644917721, -73.90259298635486 40.65639057728096, -73.90256938189162 40.656394168363704, -73.902510541408 40.65616983023205, -73.90250682324711 40.65615565563752, -73.90251630852322 40.65615421294334, -73.90250223785112 40.65610056619792, -73.90257712770355 40.656089173271106, -73.90253850798182 40.655941929362385, -73.90258826766959 40.65593435944081, -73.90258357234117 40.65591645948056, -73.90262783363997 40.65590972686871, -73.90261626522519 40.65586561963462, -73.90267617711828 40.655856505777926, -73.90276637549142 40.65584278433459, -73.90274937787437 40.65577797863216, -73.90274919443239 40.655777280576, -73.90275213427729 40.65577544150337, -73.90278012907804 40.655757924889606, -73.90299819071663 40.65562148518569, -73.90304650027363 40.655591257723195, -73.90305679810542 40.65559366448113, -73.90309247763922 40.65560200362258, -73.90313897708346 40.65577927813942, -73.90304894799723 40.65579297480312, -73.90278472432787 40.6558331706111, -73.90278644585234 40.655839730534886, -73.90293196837706 40.65639454246538, -73.90290567445697 40.65639854288388, -73.90291914461882 40.65644989995569, -73.90295458342067 40.65658501107399, -73.90293143188586 40.65658853327331, -73.90298566333149 40.65679528829036, -73.9027752621575 40.656827296028496, -73.9026955117613 40.656523246338054)))",Brownsville Recreation Center,3085992,1953.0,03/16/2020 12:00:00 AM,Alteration,291842,25.72412229,2100.0,16.0,0,0,3038680002,3038680002,Photogramm,{B7CCE83D-755B-4EA1-9878-E8C1A5D12B0C},Building
961603,"MULTIPOLYGON (((-73.99450094780612 40.7333813295166, -73.99461059483251 40.73323226549206, -73.99465215927637 40.73317575964598, -73.99473366985711 40.73321045277562, -73.99462682789347 40.733355701595976, -73.99462029610173 40.73336458210168, -73.9946007781279 40.733356274901695, -73.99456293820776 40.73340771554578, -73.99450094780612 40.7333813295166)))",Bronfman Center,1009269,1887.0,01/28/2020 12:00:00 AM,Constructed,382780,58.90025323,2100.0,31.0,0,0,1005680032,1005680032,Photogramm,{A8615636-F458-4867-ABFC-AEAED1939FEF},Building
961939,"MULTIPOLYGON (((-74.14121814254412 40.57604587258768, -74.1412512814391 40.576037772144055, -74.1412822262828 40.57604991189821, -74.14129285106837 40.57607518018353, -74.14127693000208 40.576098775520585, -74.14124379108185 40.57610687687206, -74.14121284621869 40.576094737107624, -74.14120222146033 40.576069468814936, -74.14121814254412 40.57604587258768)))",Lighthouse,5037281,1912.0,01/28/2020 12:00:00 AM,Constructed,958060,100.67,2100.0,146.0,0,0,5022870037,5022870037,Photogramm,{2FF04B52-DC1D-4C44-AFDD-0108E2B3DCD7},Building
962543,"MULTIPOLYGON (((-73.99196351289525 40.73032467701828, -73.99199970729532 40.73025649483873, -73.9921008946943 40.730065882189336, -73.99240203071899 40.73010291695405, -73.99257236270846 40.7301485739417, -73.99259119437038 40.730175720082485, -73.99253346281783 40.7302491204013, -73.99253260210604 40.73025021536378, -73.99234479815777 40.73048899085855, -73.99233008477357 40.73048265030002, -73.99228559899768 40.73046347910565, -73.99196351289525 40.73032467701828), (-73.99225246462737 40.73019710737927, -73.99217258740762 40.73016632890105, -73.99213415480659 40.73022404797499, -73.99221403207784 40.73025482647963, -73.99225246462737 40.73019710737927)))",10 Aster Place,1008806,1883.0,01/28/2020 12:00:00 AM,Constructed,598345,170.01,2100.0,38.0,0,0,1005450059,1005450059,Photogramm,{8D70A130-224C-4A18-AF1E-DE141F9D19F9},Building
962953,"MULTIPOLYGON (((-73.98886591248458 40.737037308629006, -73.98885347794436 40.73703206196923, -73.98896546474582 40.73687850738566, -73.98898163654833 40.73685633303278, -73.9890757944259 40.73672722451366, -73.98910272875045 40.73669029184299, -73.98910601827431 40.736685780610784, -73.98936730881952 40.7367960334734, -73.98951837010415 40.73685977354657, -73.98951439262169 40.73686522936035, -73.98938654209621 40.73704053838067, -73.98920505350914 40.73696395855168, -73.98910083626873 40.73710686109681, -73.98908434235845 40.73712947668389, -73.98886591248458 40.737037308629006)))",Everett Building,1016131,1908.0,01/28/2020 12:00:00 AM,Constructed,797934,247.93,2100.0,40.0,0,0,1008460033,1008460033,Photogramm,{C2C9F9E1-F279-44E5-9A10-9FE2F878D5D3},Building
962955,"MULTIPOLYGON (((-73.98663497694251 40.74238357403177, -73.98648962865364 40.7423225018009, -73.98654762607794 40.74224265343294, -73.98654451487658 40.74224134643389, -73.98644409464606 40.74219915130922, -73.98638609713555 40.74227899962551, -73.98626285559557 40.74222721574641, -73.98623113869685 40.74221388895824, -73.98628555501118 40.742138970568625, -73.98639579303094 40.74198720048743, -73.98677987632084 40.74214858455134, -73.98685716627564 40.74218106027601, -73.986849291946 40.74219190328218, -73.98686468578207 40.742198371579505, -73.98680946001593 40.74227440497699, -73.98679406498371 40.74226793667222, -73.98669251303203 40.74240775030079, -73.98663497694251 40.74238357403177)))",New York State Supreme Court,1016743,1899.0,01/28/2020 12:00:00 AM,Constructed,690384,75.44,2100.0,36.0,0,0,1008550001,1008550001,Photogramm,{CDFD9AEA-5EE0-488C-A097-FBA3E7B0CBED},Building
963183,"MULTIPOLYGON (((-73.99886082930384 40.728689167220885, -73.99867123254789 40.72859628222285, -73.9987663019125 40.7284839772415, -73.99896583695424 40.72858173032401, -73.99887076778644 40.72869403546855, -73.99886082930384 40.728689167220885)))",530 LaGuardia Place,1008644,1884.0,01/28/2020 12:00:00 AM,Constructed,710959,68.43,2100.0,27.0,0,0,1005370030,1005370030,Photogramm,{D741E707-7EE2-4ADA-A19D-F9510EE0B4D1},Building
